DATE,DEUPROMANMISMEI
1977-10-01,57.1571822511908
1977-11-01,57.5582852845324
1977-12-01,57.8591125595387
1978-01-01,59.0624216595638
1978-02-01,57.3577337678616
1978-03-01,55.7533216344948
1978-04-01,56.8563549761845
1978-05-01,56.9566307345199
1978-06-01,56.3549761845074
1978-07-01,58.2602155928804
1978-08-01,58.6613186262221
1978-09-01,59.3632489345701
1978-10-01,58.3604913512158
1978-11-01,58.9621459012284
1978-12-01,59.9649034845826
1979-01-01,59.0624216595638
1979-02-01,59.3632489345701
1979-03-01,58.9621459012284
1979-04-01,60.8673853096014
1979-05-01,60.3660065179243
1979-06-01,61.6695913762848
1979-07-01,62.0706944096264
1979-08-01,61.0679368262722
1979-09-01,60.9676610679368
1979-10-01,60.3660065179243
1979-11-01,61.970418651291
1979-12-01,63.5748307846578
1980-01-01,62.9731762346453
1980-02-01,62.672348959639
1980-03-01,62.0706944096264
1980-04-01,61.4690398596139
1980-05-01,61.3687641012785
1980-06-01,60.6668337929305
1980-07-01,61.0679368262722
1980-08-01,61.3687641012785
1980-09-01,58.861870142893
1980-10-01,59.0624216595638
1980-11-01,60.3660065179243
1980-12-01,59.9649034845826
1981-01-01,59.4635246929055
1981-02-01,60.6668337929305
1981-03-01,60.1654550012534
1981-04-01,59.7643519679117
1981-05-01,60.1654550012534
1981-06-01,59.0624216595638
1981-07-01,59.5638004512409
1981-08-01,59.8646277262472
1981-09-01,59.7643519679117
1981-10-01,60.065179242918
1981-11-01,59.8646277262472
1981-12-01,59.6640762095763
1982-01-01,59.6640762095763
1982-02-01,59.4635246929055
1982-03-01,59.4635246929055
1982-04-01,59.6640762095763
1982-05-01,59.8646277262472
1982-06-01,58.0596640762096
1982-07-01,55.9538731511657
1982-08-01,56.9566307345199
1982-09-01,56.9566307345199
1982-10-01,56.254700426172
1982-11-01,55.8535973928303
1982-12-01,56.4552519428428
1983-01-01,56.9566307345199
1983-02-01,56.3549761845074
1983-03-01,57.1571822511908
1983-04-01,57.9593883178741
1983-05-01,57.7588368012033
1983-06-01,59.4635246929055
1983-07-01,56.9566307345199
1983-08-01,57.3577337678616
1983-09-01,58.7615943845575
1983-10-01,58.3604913512158
1983-11-01,59.2629731762346
1983-12-01,59.5638004512409
1984-01-01,59.7643519679117
1984-02-01,59.9649034845826
1984-03-01,58.9621459012284
1984-04-01,59.0624216595638
1984-05-01,59.2629731762346
1984-06-01,53.2464276761093
1984-07-01,60.3660065179243
1984-08-01,59.5638004512409
1984-09-01,60.9676610679368
1984-10-01,60.767109551266
1984-11-01,61.5693156179494
1984-12-01,62.0706944096264
1985-01-01,61.1682125846077
1985-02-01,61.8701428929556
1985-03-01,62.1709701679619
1985-04-01,61.5693156179494
1985-05-01,62.4717974429682
1985-06-01,62.9731762346453
1985-07-01,63.6751065429932
1985-08-01,62.0706944096264
1985-09-01,62.8729004763098
1985-10-01,63.4745550263224
1985-11-01,64.6778641263474
1985-12-01,62.5720732013036
1986-01-01,63.2740035096515
1986-02-01,63.8756580596641
1986-03-01,64.0762095763349
1986-04-01,64.2767610930057
1986-05-01,64.3770368513412
1986-06-01,63.9759338179995
1986-07-01,64.8784156430183
1986-08-01,63.9759338179995
1986-09-01,63.4745550263224
1986-10-01,63.4745550263224
1986-11-01,64.3770368513412
1986-12-01,63.8756580596641
1987-01-01,61.8701428929556
1987-02-01,63.6751065429932
1987-03-01,63.1737277513161
1987-04-01,64.2767610930057
1987-05-01,65.27951867636
1987-06-01,63.5748307846578
1987-07-01,63.0734519929807
1987-08-01,64.7781398846829
1987-09-01,63.6751065429932
1987-10-01,64.6778641263474
1987-11-01,65.0789671596891
1987-12-01,65.4800701930308
1988-01-01,65.1792429180246
1988-02-01,65.0789671596891
1988-03-01,64.8784156430183
1988-04-01,65.6806217097017
1988-05-01,66.0817247430434
1988-06-01,66.482827776385
1988-07-01,65.0789671596891
1988-08-01,67.886688393081
1988-09-01,66.7836550513913
1988-10-01,67.0844823263976
1988-11-01,67.3853096014038
1988-12-01,68.0872399097518
1989-01-01,68.1875156680872
1989-02-01,68.3880671847581
1989-03-01,68.5886187014289
1989-04-01,70.4938581098019
1989-05-01,67.2850338430684
1989-06-01,69.5913762847831
1989-07-01,69.9924793181248
1989-08-01,70.0927550764602
1989-09-01,69.9924793181248
1989-10-01,70.3935823514665
1989-11-01,70.6944096264728
1989-12-01,70.7946853848082
1990-01-01,71.7974429681624
1990-02-01,72.0982702431687
1990-03-01,72.5996490348458
1990-04-01,71.0955126598145
1990-05-01,73.2013035848584
1990-06-01,72.8002005515166
1990-07-01,73.5021308598646
1990-08-01,74.5048884432188
1990-09-01,74.4046126848834
1990-10-01,75.0062672348959
1990-11-01,74.5048884432188
1990-12-01,75.3070945099022
1991-01-01,78.114815743294
1991-02-01,76.911506643269
1991-03-01,76.3098520932564
1991-04-01,75.7081975432439
1991-05-01,74.7054399598897
1991-06-01,77.4128854349461
1991-07-01,75.4073702682376
1991-08-01,74.4046126848834
1991-09-01,73.7026823765354
1991-10-01,75.3070945099022
1991-11-01,76.0090248182502
1991-12-01,76.0090248182502
1992-01-01,77.2123339182752
1992-02-01,78.2150915016294
1992-03-01,75.9087490599147
1992-04-01,75.9087490599147
1992-05-01,75.2068187515668
1992-06-01,74.1037854098771
1992-07-01,72.9004763098521
1992-08-01,73.4018551015292
1992-09-01,72.0982702431687
1992-10-01,72.1985460015041
1992-11-01,71.1957884181499
1992-12-01,69.9924793181248
1993-01-01,69.4911005264477
1993-02-01,68.2877914264226
1993-03-01,68.2877914264226
1993-04-01,67.7864126347455
1993-05-01,67.7864126347455
1993-06-01,67.184758084733
1993-07-01,65.9814489847079
1993-08-01,68.7891702180998
1993-09-01,68.0872399097518
1993-10-01,68.3880671847581
1993-11-01,67.7864126347455
1993-12-01,68.4883429430935
1994-01-01,68.0872399097518
1994-02-01,69.3908247681123
1994-03-01,68.9897217347706
1994-04-01,69.791927801454
1994-05-01,69.5913762847831
1994-06-01,69.8922035597894
1994-07-01,69.6916520431186
1994-08-01,69.6916520431186
1994-09-01,70.3935823514665
1994-10-01,71.9979944848333
1994-11-01,72.2988217598396
1994-12-01,72.2988217598396
1995-01-01,70.5941338681374
1995-02-01,71.8977187264979
1995-03-01,71.2960641764853
1995-04-01,71.4966156931562
1995-05-01,71.8977187264979
1995-06-01,71.2960641764853
1995-07-01,71.0955126598145
1995-08-01,70.0927550764602
1995-09-01,71.4966156931562
1995-10-01,69.5913762847831
1995-11-01,70.0927550764602
1995-12-01,70.0927550764602
1996-01-01,69.9924793181248
1996-02-01,69.791927801454
1996-03-01,69.9924793181248
1996-04-01,69.791927801454
1996-05-01,70.4938581098019
1996-06-01,70.7946853848082
1996-07-01,69.9924793181248
1996-08-01,71.0955126598145
1996-09-01,71.4966156931562
1996-10-01,70.5941338681374
1996-11-01,71.5968914514916
1996-12-01,71.4966156931562
1997-01-01,70.5941338681374
1997-02-01,71.697167209827
1997-03-01,72.399097518175
1997-04-01,72.1985460015041
1997-05-01,71.5968914514916
1997-06-01,73.6024066182
1997-07-01,74.7054399598897
1997-08-01,72.1985460015041
1997-09-01,73.0007520681875
1997-10-01,74.0035096515417
1997-11-01,74.2040611682126
1997-12-01,75.2068187515668
1998-01-01,75.9087490599147
1998-02-01,75.7081975432439
1998-03-01,76.6106793682627
1998-04-01,76.0090248182502
1998-05-01,76.7109551265981
1998-06-01,75.8084733015793
1998-07-01,77.5131611932815
1998-08-01,75.6079217849085
1998-09-01,75.2068187515668
1998-10-01,75.7081975432439
1998-11-01,74.6051642015543
1998-12-01,75.0062672348959
1999-01-01,76.3098520932564
1999-02-01,74.8057157182251
1999-03-01,75.2068187515668
1999-04-01,75.7081975432439
1999-05-01,76.3098520932564
1999-06-01,76.209576334921
1999-07-01,76.911506643269
1999-08-01,77.5131611932815
1999-09-01,77.2123339182752
1999-10-01,78.0145399849586
1999-11-01,78.0145399849586
1999-12-01,78.2150915016294
2000-01-01,77.5131611932815
2000-02-01,79.4184006016546
2000-03-01,79.4184006016546
2000-04-01,80.4211581850088
2000-05-01,82.6272248683881
2000-06-01,80.3208824266733
2000-07-01,81.9252945600401
2000-08-01,82.7275006267235
2000-09-01,82.8277763850589
2000-10-01,82.5269491100526
2000-11-01,83.0283279017297
2000-12-01,83.6299824517423
2001-01-01,83.2288794184006
2001-02-01,84.3319127600902
2001-03-01,82.9280521433943
2001-04-01,81.423915768363
2001-05-01,82.6272248683881
2001-06-01,82.8277763850589
2001-07-01,80.3208824266733
2001-08-01,82.5269491100526
2001-09-01,81.5241915266984
2001-10-01,79.9197793933316
2001-11-01,79.1175733266483
2001-12-01,79.6189521183254
2002-01-01,79.8195036349962
2002-02-01,80.2206066683379
2002-03-01,80.4211581850088
2002-04-01,80.6217097016796
2002-05-01,79.8195036349962
2002-06-01,81.8250188017046
2002-07-01,80.4211581850088
2002-08-01,82.1258460767109
2002-09-01,81.2233642516921
2002-10-01,80.3208824266733
2002-11-01,81.9252945600401
2002-12-01,80.5214339433442
2003-01-01,81.1230884933567
2003-02-01,81.0228127350213
2003-03-01,80.9225369766859
2003-04-01,80.721985460015
2003-05-01,80.3208824266733
2003-06-01,79.6189521183254
2003-07-01,81.423915768363
2003-08-01,79.51867635999
2003-09-01,79.4184006016546
2003-10-01,81.5241915266984
2003-11-01,82.6272248683881
2003-12-01,82.7275006267235
2004-01-01,82.3263975933818
2004-02-01,82.8277763850589
2004-03-01,82.0255703183755
2004-04-01,83.329155176736
2004-05-01,84.2316370017548
2004-06-01,83.6299824517423
2004-07-01,84.6327400350965
2004-08-01,83.8305339684131
2004-09-01,83.6299824517423
2004-10-01,84.6327400350965
2004-11-01,83.1286036600652
2004-12-01,83.0283279017297
2005-01-01,85.5352218601153
2005-02-01,84.031085485084
2005-03-01,85.0338430684382
2005-04-01,85.8360491351216
2005-05-01,84.6327400350965
2005-06-01,86.5379794434695
2005-07-01,87.7412885434946
2005-08-01,85.3346703434444
2005-09-01,87.6410127851592
2005-10-01,89.3457006768614
2005-11-01,88.3429430935071
2005-12-01,88.2426673351717
2006-01-01,88.7440461268488
2006-02-01,89.0448734018551
2006-03-01,88.2426673351717
2006-04-01,90.3484582602156
2006-05-01,91.6520431185761
2006-06-01,91.0503885685635
2006-07-01,92.5545249435949
2006-08-01,93.2564552519428
2006-09-01,93.2564552519428
2006-10-01,93.055903735272
2006-11-01,94.8608673853096
2006-12-01,95.663073451993
2007-01-01,95.8636249686638
2007-02-01,96.4652795186764
2007-03-01,96.866382552018
2007-04-01,96.0641764853346
2007-05-01,97.568312860366
2007-06-01,97.568312860366
2007-07-01,98.3705189270494
2007-08-01,98.4707946853848
2007-09-01,99.6741037854099
2007-10-01,99.6741037854099
2007-11-01,99.5738280270744
2007-12-01,100.576585610429
2008-01-01,101.980446227125
2008-02-01,101.479067435447
2008-03-01,100.97768864377
2008-04-01,101.378791677112
2008-05-01,99.0724492353973
2008-06-01,100.075206818752
2008-07-01,98.4707946853848
2008-08-01,100.576585610429
2008-09-01,98.1699674103785
2008-10-01,96.0641764853346
2008-11-01,92.0531461519178
2008-12-01,88.3429430935071
2009-01-01,81.5241915266984
2009-02-01,79.0172975683128
2009-03-01,79.2178490849837
2009-04-01,77.0117824016044
2009-05-01,80.4211581850088
2009-06-01,81.1230884933567
2009-07-01,80.2206066683379
2009-08-01,81.3236400100276
2009-09-01,84.9335673101028
2009-10-01,83.1286036600652
2009-11-01,83.9308097267486
2009-12-01,84.031085485084
2010-01-01,84.8332915517674
2010-02-01,84.031085485084
2010-03-01,86.7385309601404
2010-04-01,88.3429430935071
2010-05-01,91.0503885685635
2010-06-01,90.8498370518927
2010-07-01,90.3484582602156
2010-08-01,91.8525946352469
2010-09-01,93.1561794936074
2010-10-01,95.0614189019804
2010-11-01,94.5600401103033
2010-12-01,95.9639007269992
2011-01-01,95.8636249686638
2011-02-01,96.866382552018
2011-03-01,97.4680371020306
2011-04-01,97.9694158937077
2011-05-01,99.1727249937328
2011-06-01,97.7688643770368
2011-07-01,100.676861368764
2011-08-01,99.9749310604161
2011-09-01,98.3705189270494
2011-10-01,99.5738280270744
2011-11-01,98.6713462020556
2011-12-01,97.4680371020306
2012-01-01,97.8691401353722
2012-02-01,97.8691401353722
2012-03-01,99.0724492353973
2012-04-01,97.1672098270243
2012-05-01,99.0724492353973
2012-06-01,97.7688643770368
2012-07-01,98.8718977187265
2012-08-01,98.7716219603911
2012-09-01,97.6685886187014
2012-10-01,96.1644522436701
2012-11-01,95.663073451993
2012-12-01,96.3650037603409
2013-01-01,95.2619704186513
2013-02-01,95.8636249686638
2013-03-01,97.1672098270243
2013-04-01,97.4680371020306
2013-05-01,96.7661067936826
2013-06-01,98.4707946853848
2013-07-01,96.9666583103534
2013-08-01,99.0724492353973
2013-09-01,98.4707946853848
2013-10-01,97.8691401353722
2013-11-01,99.8746553020807
2013-12-01,100.275758335422
2014-01-01,99.6741037854099
2014-02-01,99.8746553020807
2014-03-01,100.075206818752
2014-04-01,99.7743795437453
2014-05-01,98.9721734770619
2014-06-01,98.9721734770619
2014-07-01,101.077964402106
2014-08-01,97.1672098270243
2014-09-01,99.3732765104036
2014-10-01,99.6741037854099
2014-11-01,99.7743795437453
2014-12-01,101.479067435447
2015-01-01,99.0724492353973
2015-02-01,99.7743795437453
2015-03-01,99.7743795437453
2015-04-01,100.376034093758
2015-05-01,100.376034093758
2015-06-01,100.376034093758
2015-07-01,101.779894710454
2015-08-01,98.9721734770619
2015-09-01,99.3732765104036
2015-10-01,100.476309852093
2015-11-01,99.473552268739
2015-12-01,100.175482577087
2016-01-01,102.08072198546
2016-02-01,101.980446227125
2016-03-01,100.676861368764
2016-04-01,101.479067435447
2016-05-01,99.6741037854099
2016-06-01,101.880170468789
2016-07-01,100.175482577087
2016-08-01,101.880170468789
2016-09-01,101.679618952118
2016-10-01,102.180997743795
2016-11-01,101.980446227125
2016-12-01,100.175482577087
2017-01-01,101.779894710454
2017-02-01,103.083479568814
2017-03-01,102.582100777137
2017-04-01,103.685134118827
2017-05-01,104.186512910504
2017-06-01,104.286788668839
2017-07-01,104.788167460516
2017-08-01,107.094509902231
2017-09-01,106.192028077212
2017-10-01,104.387064427175
2017-11-01,108.398094760592
2017-12-01,107.896715968914
2018-01-01,107.194785660567
2018-02-01,105.690649285535
2018-03-01,106.793682627225
2018-04-01,106.192028077212
2018-05-01,108.097267485585
2018-06-01,107.99699172725
2018-07-01,105.690649285535
2018-08-01,105.790925043871
2018-09-01,105.690649285535
2018-10-01,105.389822010529
2018-11-01,103.484582602156
2018-12-01,104.788167460516
2019-01-01,103.584858360491
2019-02-01,103.885685635498
2019-03-01,104.587615943846
2019-04-01,101.779894710454
2019-05-01,102.882928052143
2019-06-01,101.779894710454
2019-07-01,101.278515918777
2019-08-01,101.679618952118
2019-09-01,100.576585610429
2019-10-01,99.3732765104036
2019-11-01,99.8746553020807
2019-12-01,98.1699674103785
2020-01-01,100.676861368764
2020-02-01,102.08072198546
2020-03-01,91.0503885685635
2020-04-01,70.995236901479
2020-05-01,79.3181248433191
2020-06-01,88.3429430935071
2020-07-01,89.9473552268739
2020-08-01,89.746803710203
2020-09-01,91.9528703935824
2020-10-01,95.1616946603158
2020-11-01,96.2647280020055
2020-12-01,97.6685886187014
2021-01-01,97.4680371020306
2021-02-01,95.4625219353221
2021-03-01,96.1644522436701
2021-04-01,95.9639007269992
2021-05-01,95.1616946603158
2021-06-01,94.7605916269742
2021-07-01,96.0641764853346
2021-08-01,92.1534219102532
2021-09-01,91.0503885685635
2021-10-01,93.8581098019554
2021-11-01,93.9583855602908
